APPOINTMENT_MONTH_START_DATE,GP_CODE,GP_NAME,SUPPLIER,PCN_CODE,PCN_NAME,SUB_ICB_LOCATION_CODE,SUB_ICB_LOCATION_NAME,HCP_TYPE,APPT_MODE,NATIONAL_CATEGORY,TIME_BETWEEN_BOOK_AND_APPT,COUNT_OF_APPOINTMENTS,APPT_STATUS
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Routine,2 to 7 Days,41,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Routine,15 to 21 Days,3,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Routine,15 to 21 Days,27,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,Same Day,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,Same Day,4,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,Same Day,379,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,8 to 14 Days,8,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,22 to 28 Days,2,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,2 to 7 Days,12,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,15 to 21 Days,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,15 to 21 Days,2,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,1 Day,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,1 Day,18,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Planned Clinics,Same Day,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,Same Day,15,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,More than 28 Days,39,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,22 to 28 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,2 to 7 Days,17,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,15 to 21 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,1 Day,8,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,Same Day,9,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,More than 28 Days,6,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,More than 28 Days,17,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,8 to 14 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,2 to 7 Days,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,2 to 7 Days,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Acute,Same Day,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Acute,Same Day,62,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Acute,1 Day,14,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Clinical Triage,Same Day,99,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Clinical Triage,2 to 7 Days,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Home Visit,Home Visit,2 to 7 Days,2,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Home Visit,Home Visit,2 to 7 Days,7,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Home Visit,Home Visit,1 Day,3,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,More than 28 Days,2,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,Same Day,108,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,8 to 14 Days,14,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,22 to 28 Days,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,2 to 7 Days,108,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,1 Day,2,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,1 Day,19,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinical Procedure,More than 28 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Clinical Triage,22 to 28 Days,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Inconsistent Mapping,Same Day,8,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,15 to 21 Days,4,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,Same Day,18,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,2 to 7 Days,10,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,More than 28 Days,52,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,More than 28 Days,6,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,More than 28 Days,216,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,8 to 14 Days,2,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,8 to 14 Days,2,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,22 to 28 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,8 to 14 Days,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,8 to 14 Days,55,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,22 to 28 Days,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,Same Day,4,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,22 to 28 Days,48,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,2 to 7 Days,2,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,Unknown / Data Issue,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,2 to 7 Days,4,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,1 Day,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,2 to 7 Days,39,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Inconsistent Mapping,8 to 14 Days,3,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Home Visit,Home Visit,Same Day,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,15 to 21 Days,5,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,Planned Clinics,More than 28 Days,7,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,15 to 21 Days,45,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,1 Day,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Unknown,Inconsistent Mapping,Same Day,85,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Routine,1 Day,17,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Clinical Triage,Same Day,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,Same Day,6,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Acute,2 to 7 Days,12,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,Same Day,402,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,More than 28 Days,4,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Acute,More than 28 Days,4,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,8 to 14 Days,28,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Acute,8 to 14 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,22 to 28 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Routine,1 Day,10,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Acute,Same Day,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,2 to 7 Days,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,2 to 7 Days,7,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,General Consultation Routine,2 to 7 Days,2,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,2 to 7 Days,62,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,2 to 7 Days,28,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,15 to 21 Days,1,DNA
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,15 to 21 Days,7,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Face-to-Face,General Consultation Acute,1 Day,27,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Unknown,Inconsistent Mapping,Same Day,15,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,Clinical Triage,1 Day,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",GP,Telephone,General Consultation Routine,1 Day,9,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Planned Clinics,Same Day,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Planned Clinics,8 to 14 Days,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Planned Clinics,22 to 28 Days,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Planned Clinics,22 to 28 Days,2,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Planned Clinics,15 to 21 Days,2,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Planned Clinics,1 Day,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Inconsistent Mapping,Same Day,20,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Inconsistent Mapping,2 to 7 Days,5,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Inconsistent Mapping,1 Day,2,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,General Consultation Routine,2 to 7 Days,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,General Consultation Acute,8 to 14 Days,7,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,General Consultation Acute,2 to 7 Days,10,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,General Consultation Acute,15 to 21 Days,1,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,General Consultation Acute,1 Day,12,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Clinical Triage,Same Day,12,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Telephone,Clinical Triage,Same Day,53,Attended
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,Social Prescribing Service,Same Day,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,Social Prescribing Service,2 to 7 Days,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,Social Prescribing Service,15 to 21 Days,1,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,Social Prescribing Service,1 Day,2,Unknown
01MAR2026,M82002,MYTTON OAK MEDICAL PRACT.,EMIS,U60057,SHREWSBURY PCN,M2L0M,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Other Practice staff,Face-to-Face,Service provided by organisation external to the practice,22 to 28 Days,1,DNA
