postcode,Latitude,Longitude,Easting,Northing
SY2 5NB,52.708083,-2.729741,350793,312519
SY2 5NF,52.706595,-2.727703,350929,312352
SY2 5NG,52.706791,-2.726463,351013,312373
SY2 5NH,52.707484,-2.724862,351122,312449
SY2 5NJ,52.708044,-2.723021,351247,312510
SY2 5NP,52.708439,-2.720186,351439,312552
SY2 5NQ,52.706496,-2.724801,351125,312339
SY2 5NR,52.708135,-2.719929,351456,312518
SY2 5NS,52.707422,-2.718866,351527,312438
SY2 5NT,52.70597,-2.721107,351374,312278
SY2 5NU,52.705452,-2.720536,351412,312220
SY2 5NW,52.706297,-2.720535,351413,312314
SY2 5NY,52.704341,-2.730093,350765,312103
SY2 5PA,52.705159,-2.72876,350856,312193
SY2 5PB,52.705527,-2.727286,350956,312233
SY2 5PF,52.706653,-2.728415,350881,312359
SY2 5PG,52.70461,-2.7273,350954,312131
SY2 5PH,52.705339,-2.722784,351260,312209
SY2 5PJ,52.70453,-2.722859,351254,312119
SY2 5PL,52.704237,-2.725133,351100,312088
SY2 5PN,52.704331,-2.721598,351339,312096
SY2 5PQ,52.704964,-2.725293,351090,312169
SY2 5PR,52.714425,-2.723378,351230,313220
SY2 5PS,52.714747,-2.723546,351219,313256
SY2 5PT,52.714945,-2.722143,351314,313277
SY2 5PW,52.703839,-2.713701,351872,312036
SY2 5PZ,52.713962,-2.726923,350990,313171
SY2 5QB,52.71295,-2.727824,350928,313059
SY2 5QE,52.712424,-2.727016,350982,313000
SY2 5QG,52.712491,-2.726351,351027,313007
SY2 5QL,52.715296,-2.727804,350932,313320
SY2 5QP,52.714733,-2.724375,351163,313255
SY2 5QQ,52.713672,-2.725897,351059,313138
SY2 5QR,52.713536,-2.724518,351152,313122
SY2 5QT,52.713036,-2.723962,351189,313066
SY2 5QU,52.712375,-2.724751,351135,312993
SY2 5QX,52.711616,-2.725374,351092,312909
SY2 5RG,52.710097,-2.722492,351285,312738
SY2 5RL,52.710638,-2.719289,351502,312796
SY2 5RP,52.715008,-2.723506,351222,313285
SY2 5RZ,52.717834,-2.728957,350857,313603
SY2 5SA,52.717427,-2.727854,350931,313557
SY2 5SB,52.716963,-2.728646,350877,313506
SY2 5SD,52.718137,-2.727837,350933,313636
SY2 5SG,52.7185,-2.727324,350968,313676
SY2 5SJ,52.717471,-2.725101,351117,313560
SY2 5SL,52.71884,-2.724695,351146,313712
SY2 5SN,52.716953,-2.725877,351064,313503
SY2 5SQ,52.71751,-2.725961,351059,313565
SY2 5SS,52.718163,-2.722152,351317,313635
SY2 5SW,52.717546,-2.724466,351160,313568
SY2 5SY,52.719158,-2.721117,351388,313745
SY2 5SZ,52.720856,-2.724284,351176,313936
SY2 5TB,52.719874,-2.723098,351255,313826
SY2 5TD,52.719985,-2.724077,351189,313839
SY2 5TF,52.719743,-2.719646,351488,313809
SY2 5TG,52.719789,-2.720935,351401,313815
SY2 5TH,52.703253,-2.717022,351647,311973
SY2 5TJ,52.720203,-2.720794,351411,313861
SY2 5TN,52.718587,-2.721922,351333,313682
SY2 5TP,52.718874,-2.723496,351227,313715
SY2 5TR,52.71829,-2.723398,351233,313650
SY2 5TT,52.720651,-2.721009,351397,313911
SY2 5TU,52.701149,-2.717017,351645,311739
SY2 5TX,52.717966,-2.719143,351520,313611
SY2 5TZ,52.717212,-2.721855,351336,313529
SY2 5UE,52.71656,-2.719594,351488,313455
SY2 5UF,52.716041,-2.717839,351606,313396
SY2 5UH,52.718019,-2.717812,351610,313616
SY2 5UL,52.716016,-2.716047,351727,313392
SY2 5UN,52.716253,-2.716998,351663,313419
SY2 5UP,52.715179,-2.714686,351818,313298
SY2 5US,52.700674,-2.716728,351664,311686
SY2 5UU,52.714774,-2.716263,351711,313254
SY2 5UW,52.715458,-2.716082,351724,313330
SY2 5UX,52.714605,-2.717371,351636,313236
SY2 5UZ,52.715125,-2.719156,351516,313295
SY2 5WA,52.703314,-2.717333,351626,311980
SY2 5WB,52.703732,-2.718036,351579,312027
SY2 5WD,52.704057,-2.714859,351794,312061
SY2 5WE,52.702111,-2.720037,351442,311848
SY2 5WF,52.701784,-2.719025,351510,311811
SY2 5WG,52.702379,-2.714343,351827,311874
SY2 5WH,52.703476,-2.714317,351830,311996
SY2 5WJ,52.702985,-2.718246,351564,311944
SY2 5WL,52.703478,-2.718417,351553,311999
SY2 5WN,52.703581,-2.720653,351402,312012
SY2 5WP,52.704273,-2.717734,351600,312087
SY2 5WQ,52.700786,-2.716138,351704,311698
SY2 5WR,52.700946,-2.714986,351782,311715
SY2 5WS,52.701501,-2.71683,351658,311778
SY2 5WT,52.701096,-2.718422,351550,311734
SY2 5WU,52.700143,-2.718332,351555,311628
SY2 5WW,52.699463,-2.717803,351590,311552
SY2 5WX,52.699245,-2.718169,351565,311528
SY2 5WY,52.699588,-2.716458,351681,311565
SY2 5XA,52.715753,-2.719329,351505,313365
SY2 5XB,52.716325,-2.719916,351466,313429
SY2 5XF,52.716007,-2.721879,351333,313395
SY2 5XJ,52.713413,-2.71673,351678,313103
SY2 5XN,52.714321,-2.719646,351482,313206
SY2 5XP,52.714195,-2.721257,351373,313193
SY2 5XR,52.713787,-2.720259,351440,313147
SY2 5XS,52.719252,-2.723488,351228,313757
SY2 5XW,52.714708,-2.721059,351387,313250
SY2 5XX,52.718915,-2.729922,350793,313724
SY2 5YA,52.712857,-2.717949,351595,313042
SY2 5YB,52.713296,-2.718312,351571,313091
SY2 5YE,52.712931,-2.719149,351514,313051
SY2 5YF,52.713511,-2.719899,351464,313116
SY2 5YG,52.714261,-2.719186,351513,313199
SY2 5YJ,52.710473,-2.716844,351667,312776
SY2 5YL,52.719449,-2.732329,350631,313785
SY2 5YN,52.720928,-2.731658,350678,313949
SY2 5YT,52.705064,-2.719301,351495,312176
SY2 6AB,52.708657,-2.747379,349602,312595
SY2 6AF,52.707945,-2.747722,349578,312516
SY2 6AG,52.708482,-2.7452,349749,312574
SY2 6AH,52.707141,-2.742528,349928,312423
SY2 6AL,52.706225,-2.740959,350033,312320
SY2 6AN,52.709374,-2.747688,349582,312675
SY2 6AP,52.705964,-2.738038,350230,312289
SY2 6AR,52.705318,-2.736473,350335,312216
SY2 6AT,52.708672,-2.747883,349568,312597
SY2 6AY,52.704864,-2.737102,350292,312166
SY2 6AZ,52.705287,-2.734253,350485,312211
SY2 6BA,52.705859,-2.736187,350355,312276
SY2 6BG,52.706948,-2.74026,350081,312400
SY2 6BL,52.708183,-2.742738,349915,312539
SY2 6BP,52.708786,-2.744022,349829,312607
SY2 6BQ,52.707247,-2.741331,350009,312434
SY2 6BU,52.708061,-2.744882,349770,312527
SY2 6BW,52.705844,-2.738614,350191,312276
SY2 6BX,52.707852,-2.745308,349741,312504
SY2 6BY,52.705639,-2.739735,350115,312254
SY2 6DD,52.700001,-2.731249,350682,311621
SY2 6DE,52.700148,-2.730822,350711,311637
SY2 6DN,52.697619,-2.729773,350779,311355
SY2 6DP,52.695181,-2.731568,350655,311085
SY2 6DS,52.696212,-2.731984,350628,311200
SY2 6DT,52.695094,-2.732439,350596,311076
SY2 6DU,52.695827,-2.733132,350550,311158
SY2 6DW,52.696164,-2.731007,350694,311194
SY2 6DX,52.695427,-2.73388,350499,311114
SY2 6EA,52.696122,-2.733433,350530,311191
SY2 6ED,52.693845,-2.732374,350599,310937
SY2 6EE,52.694691,-2.730746,350710,311030
SY2 6EH,52.695448,-2.730418,350733,311114
SY2 6EL,52.692152,-2.728499,350859,310746
SY2 6EN,52.692193,-2.72773,350911,310750
SY2 6EP,52.694507,-2.730032,350758,311009
SY2 6ER,52.69853,-2.732201,350616,311458
SY2 6ET,52.692993,-2.732078,350618,310842
SY2 6EW,52.693241,-2.72976,350775,310868
SY2 6EY,52.689193,-2.73456,350446,310421
SY2 6FA,52.691271,-2.741504,349979,310657
SY2 6FB,52.689477,-2.739417,350118,310456
SY2 6FG,52.69079,-2.720398,351405,310589
SY2 6FH,52.69056,-2.741625,349970,310578
SY2 6FJ,52.691157,-2.741132,350004,310644
SY2 6FL,52.690071,-2.739338,350124,310522
SY2 6FN,52.690015,-2.741172,350000,310517
SY2 6FP,52.706758,-2.737697,350254,312377
SY2 6FR,52.7047,-2.737529,350263,312148
SY2 6FT,52.687906,-2.734864,350424,310278
SY2 6FU,52.687091,-2.734317,350460,310187
SY2 6FX,52.687779,-2.730556,350715,310261
SY2 6FY,52.687004,-2.732363,350592,310176
SY2 6FZ,52.688148,-2.730577,350714,310302
SY2 6GA,52.708318,-2.747018,349626,312557
SY2 6GB,52.687069,-2.730604,350711,310182
SY2 6GD,52.688458,-2.734222,350468,310339
SY2 6GE,52.687622,-2.735599,350374,310247
SY2 6GG,52.704519,-2.734832,350445,312126
SY2 6GL,52.688816,-2.727171,350945,310374
SY2 6GN,52.688243,-2.72975,350770,310312
SY2 6GP,52.687077,-2.729346,350796,310182
SY2 6GQ,52.687301,-2.727989,350888,310206
SY2 6GR,52.688049,-2.727631,350913,310289
SY2 6GS,52.686773,-2.736354,350322,310153
SY2 6GU,52.686707,-2.738217,350196,310147
SY2 6GW,52.687918,-2.737186,350267,310281
SY2 6GX,52.705057,-2.735048,350431,312186
SY2 6GZ,52.686706,-2.74267,349895,310150
SY2 6HA,52.690691,-2.733653,350509,310587
SY2 6HB,52.691416,-2.732688,350575,310667
SY2 6HD,52.691293,-2.732242,350605,310653
SY2 6HH,52.689843,-2.729792,350769,310490
SY2 6HJ,52.69035,-2.729105,350816,310546
SY2 6HP,52.69227,-2.731164,350679,310761
SY2 6HQ,52.689884,-2.731849,350630,310496
SY2 6HR,52.692075,-2.730865,350699,310739
SY2 6HS,52.69156,-2.729687,350778,310681
SY2 6HT,52.691078,-2.729161,350813,310627
SY2 6HX,52.690224,-2.727742,350908,310531
SY2 6HY,52.689918,-2.727751,350907,310497
SY2 6JA,52.689534,-2.725866,351034,310453
SY2 6JB,52.689291,-2.728924,350827,310428
SY2 6JF,52.688247,-2.724646,351115,310309
SY2 6JG,52.688451,-2.726662,350979,310333
SY2 6JH,52.687435,-2.72521,351076,310219
SY2 6JJ,52.702743,-2.731295,350682,311926
SY2 6JL,52.688324,-2.722399,351267,310316
SY2 6JR,52.700873,-2.729857,350777,311717
SY2 6JT,52.699491,-2.729376,350808,311563
SY2 6JU,52.69944,-2.728901,350840,311557
SY2 6JX,52.697537,-2.727064,350962,311344
SY2 6JY,52.697674,-2.728132,350890,311360
SY2 6LA,52.696064,-2.726818,350977,311180
SY2 6LD,52.692992,-2.723423,351203,310836
SY2 6LF,52.695692,-2.727374,350939,311139
SY2 6LG,52.692016,-2.715506,351737,310722
SY2 6LL,52.694299,-2.728786,350842,310985
SY2 6LN,52.695098,-2.728903,350835,311074
SY2 6LP,52.693498,-2.728891,350834,310896
SY2 6LQ,52.693151,-2.726902,350968,310856
SY2 6LW,52.693277,-2.72834,350871,310871
SY2 6LX,52.687815,-2.723367,351201,310260
SY2 6LY,52.70467,-2.733591,350529,312142
SY2 6NB,52.686512,-2.743495,349839,310129
SY2 6NE,52.686404,-2.749263,349449,310121
SY2 6NH,52.691085,-2.720728,351383,310622
SY2 6NT,52.702692,-2.730865,350711,311920
SY2 6NU,52.702149,-2.729908,350775,311859
SY2 6NX,52.701229,-2.72902,350834,311756
SY2 6PA,52.700322,-2.728738,350852,311655
SY2 6PB,52.701144,-2.725289,351086,311744
SY2 6PD,52.702216,-2.724893,351114,311863
SY2 6PF,52.701662,-2.72145,351346,311799
SY2 6PH,52.699683,-2.727499,350935,311583
SY2 6PJ,52.698813,-2.727145,350958,311486
SY2 6PL,52.698692,-2.727838,350911,311473
SY2 6PP,52.697103,-2.724467,351137,311294
SY2 6PU,52.695469,-2.724129,351158,311112
SY2 6PW,52.697159,-2.725711,351053,311301
SY2 6PZ,52.702037,-2.723232,351226,311842
SY2 6QH,52.688519,-2.743159,349864,310352
SY2 6QJ,52.689226,-2.742268,349925,310430
SY2 6QT,52.689548,-2.735305,350396,310461
SY2 6QU,52.690334,-2.734638,350442,310548
SY2 6QX,52.690747,-2.736154,350340,310595
SY2 6QY,52.690101,-2.73743,350253,310524
SY2 6RA,52.691301,-2.733855,350496,310655
SY2 6RE,52.693404,-2.733876,350497,310889
SY2 6RF,52.693097,-2.734137,350479,310855
SY2 6RG,52.694484,-2.735137,350413,311010
SY2 6RH,52.687057,-2.742557,349903,310189
SY2 6RL,52.687504,-2.743082,349868,310239
SY2 6RN,52.687584,-2.741693,349962,310247
SY2 6SA,52.691377,-2.722923,351235,310656
SY2 6SB,52.691955,-2.722488,351265,310720
SY2 6SD,52.692611,-2.722588,351259,310793
SY2 6SE,52.693767,-2.72308,351227,310922
SY2 6SF,52.69346,-2.721847,351310,310887
SY2 6SG,52.69286,-2.721453,351336,310820
SY2 6SH,52.692625,-2.720206,351420,310793
SY2 6SJ,52.693555,-2.71957,351464,310896
SY2 6SN,52.692528,-2.718488,351536,310781
SY2 6SQ,52.694363,-2.721285,351349,310987
SY2 6TA,52.694512,-2.733495,350524,311012
SY2 6TB,52.695604,-2.734312,350470,311134
SY2 6TD,52.697404,-2.733943,350497,311334
SY2 6TE,52.697906,-2.734292,350474,311390
SY2 6TF,52.696904,-2.734867,350434,311279
SY2 6TG,52.696153,-2.735623,350382,311196
SY2 6TH,52.699029,-2.732919,350568,311514
SY2 6TQ,52.695634,-2.735319,350402,311138
SY3 0AE,52.672423,-2.77878,347437,308587
SY3 0AH,52.683134,-2.762994,348517,309767
SY3 0AJ,52.681703,-2.764699,348400,309609
SY3 0AL,52.679917,-2.76279,348527,309409
SY3 0AN,52.675839,-2.758089,348840,308952
SY3 0AT,52.669307,-2.767219,348215,308232
SY3 0AU,52.664352,-2.773047,347815,307685
SY3 0BE,52.659162,-2.796567,346218,307125
SY3 0BF,52.679374,-2.7759,347640,309358
SY3 0BG,52.672662,-2.766952,348237,308605
SY3 0BN,52.660063,-2.797677,346144,307226
SY3 0BP,52.658137,-2.788535,346760,307005
SY3 0BS,52.656933,-2.78427,347047,306868
SY3 0BT,52.655745,-2.787324,346839,306738
SY3 0BU,52.66824,-2.769626,348051,308115
SY3 0BY,52.674965,-2.758281,348826,308855
SY3 0DB,52.675943,-2.760103,348704,308965
SY3 0DF,52.675247,-2.759188,348765,308887
SY3 0DP,52.674519,-2.761956,348577,308808
SY3 0DS,52.675199,-2.761169,348631,308883
SY3 0DT,52.674341,-2.763151,348496,308789
SY3 0DX,52.674644,-2.760686,348663,308821
SY3 0EA,52.674251,-2.758964,348779,308776
SY3 0EB,52.674446,-2.759441,348747,308798
SY3 0EF,52.673032,-2.759727,348726,308641
SY3 0EJ,52.672548,-2.762351,348548,308589
SY3 0EL,52.673149,-2.761119,348632,308655
SY3 0EN,52.673746,-2.761958,348576,308722
SY3 0EP,52.672474,-2.762734,348522,308581
SY3 0EQ,52.672301,-2.761622,348597,308561
SY3 0ER,52.672,-2.763687,348457,308529
SY3 0ES,52.673388,-2.765885,348310,308685
SY3 0EU,52.672148,-2.764488,348403,308546
SY3 0EW,52.673343,-2.763149,348495,308678
SY3 0EX,52.672419,-2.765617,348327,308577
SY3 0EZ,52.670995,-2.766184,348287,308419
SY3 0HA,52.670727,-2.765868,348308,308389
SY3 0HB,52.669857,-2.765587,348326,308292
SY3 0HJ,52.669449,-2.770238,348011,308250
SY3 0HW,52.668777,-2.770019,348025,308175
SY3 0HX,52.675627,-2.772832,347843,308939
SY3 0HZ,52.676799,-2.7751,347691,309071
SY3 0JA,52.677092,-2.774203,347752,309103
SY3 0JE,52.677839,-2.775548,347662,309187
SY3 0JF,52.676397,-2.777356,347538,309028
SY3 0JH,52.678437,-2.776106,347625,309254
SY3 0JJ,52.678625,-2.778993,347430,309277
SY3 0JL,52.679708,-2.781128,347287,309399
SY3 0JN,52.678132,-2.781484,347261,309224
SY3 0JQ,52.676854,-2.777586,347523,309079
SY3 0JR,52.676856,-2.778681,347449,309080
SY3 0JS,52.67669,-2.780734,347310,309063
SY3 0JW,52.678297,-2.779668,347384,309241
SY3 0JX,52.675958,-2.779922,347364,308981
SY3 0JY,52.67539,-2.778832,347437,308917
SY3 0JZ,52.674773,-2.778348,347469,308848
SY3 0LA,52.674889,-2.779873,347366,308862
SY3 0LB,52.674471,-2.780532,347321,308816
SY3 0LD,52.675087,-2.782451,347192,308886
SY3 0LE,52.675621,-2.782016,347222,308945
SY3 0LF,52.675072,-2.777969,347495,308881
SY3 0LJ,52.674068,-2.778927,347429,308770
SY3 0LL,52.673386,-2.778664,347446,308694
SY3 0LN,52.673605,-2.778239,347475,308718
SY3 0LP,52.677171,-2.781378,347267,309117
SY3 0LR,52.673518,-2.7805,347322,308710
SY3 0LW,52.672818,-2.77892,347428,308631
SY3 0LY,52.673993,-2.765571,348332,308752
SY3 0ND,52.675113,-2.767557,348199,308878
SY3 0NE,52.675499,-2.767638,348194,308921
SY3 0NF,52.675194,-2.770191,348021,308889
SY3 0NJ,52.675343,-2.770786,347981,308906
SY3 0NL,52.674397,-2.771153,347955,308801
SY3 0NN,52.675694,-2.772226,347884,308946
SY3 0NR,52.678341,-2.774299,347747,309242
SY3 0NW,52.677404,-2.771902,347908,309136
SY3 0NZ,52.673722,-2.775445,347664,308729
SY3 0PD,52.67422,-2.776208,347613,308785
SY3 0PE,52.675116,-2.776786,347575,308885
SY3 0PG,52.672723,-2.77278,347843,308616
SY3 0PH,52.672566,-2.773517,347793,308599
SY3 0PJ,52.672451,-2.775955,347628,308588
SY3 0PL,52.670622,-2.773764,347774,308383
SY3 0PN,52.671763,-2.773858,347769,308510
SY3 0PP,52.670708,-2.772967,347828,308392
SY3 0PQ,52.673194,-2.773735,347779,308669
SY3 0PS,52.672238,-2.770021,348029,308560
SY3 0PT,52.672996,-2.770863,347973,308645
SY3 0PU,52.672479,-2.771593,347923,308588
SY3 0PW,52.671486,-2.77369,347780,308479
SY3 0PX,52.671149,-2.770224,348014,308439
SY3 0PZ,52.671813,-2.770339,348007,308513
SY3 0QE,52.673507,-2.769836,348043,308701
SY3 0QF,52.672793,-2.774482,347728,308625
SY3 0QG,52.670637,-2.767301,348211,308380
SY3 0QQ,52.674824,-2.764934,348376,308844
SY3 5AG,52.71439,-2.801495,345953,313272
SY3 5AJ,52.713762,-2.803985,345784,313204
SY3 5AN,52.713945,-2.807526,345545,313227
SY3 5AU,52.713541,-2.808718,345464,313183
SY3 5AW,52.713754,-2.810409,345350,313208
SY3 5AX,52.713781,-2.807849,345523,313209
SY3 5AY,52.713378,-2.80756,345542,313164
SY3 5AZ,52.712672,-2.808376,345486,313086
SY3 5BB,52.71174,-2.809173,345431,312983
SY3 5BD,52.714448,-2.80755,345544,313283
SY3 5BE,52.713625,-2.806928,345585,313191
SY3 5BG,52.713074,-2.806,345647,313129
SY3 5BH,52.713241,-2.802584,345878,313145
SY3 5BJ,52.709808,-2.801159,345970,312762
SY3 5BL,52.712533,-2.804954,345717,313068
SY3 5BQ,52.71395,-2.804092,345777,313225
