postcode,Latitude,Longitude,Easting,Northing
SY1 1AD,52.705472,-2.750596,349381,312243
SY1 1DF,52.707709,-2.750915,349362,312492
SY1 1DP,52.708713,-2.752664,349245,312605
SY1 1DW,52.709112,-2.750703,349378,312648
SY1 1DX,52.708953,-2.751795,349304,312631
SY1 1DY,52.708627,-2.750679,349379,312594
SY1 1ES,52.706972,-2.750858,349365,312410
SY1 1EZ,52.707342,-2.750642,349380,312451
SY1 1HD,52.708054,-2.754518,349119,312533
SY1 1HF,52.707654,-2.755281,349067,312489
SY1 1JD,52.707051,-2.756735,348968,312423
SY1 1JF,52.705615,-2.757895,348888,312264
SY1 1JH,52.706712,-2.756404,348990,312385
SY1 1JJ,52.706956,-2.757592,348910,312413
SY1 1JN,52.706079,-2.758465,348850,312316
SY1 1LE,52.707421,-2.755232,349070,312463
SY1 1LP,52.706769,-2.753016,349219,312389
SY1 1LT,52.706592,-2.754063,349148,312370
SY1 1LW,52.706926,-2.753832,349164,312407
SY1 1LZ,52.706604,-2.75507,349080,312372
SY1 1NG,52.707212,-2.755554,349048,312440
SY1 1NN,52.706922,-2.755964,349020,312408
SY1 1NQ,52.706561,-2.756061,349013,312368
SY1 1PD,52.71123,-2.75139,349334,312884
SY1 1PE,52.711001,-2.752008,349292,312859
SY1 1PP,52.709205,-2.755929,349025,312662
SY1 1PQ,52.709065,-2.75532,349066,312646
SY1 1PT,52.709596,-2.755225,349073,312705
SY1 1PU,52.709113,-2.756298,349000,312652
SY1 1PY,52.708416,-2.75559,349047,312574
SY1 1PZ,52.708337,-2.755263,349069,312565
SY1 1QD,52.708431,-2.756093,349013,312576
SY1 1QG,52.708045,-2.755998,349019,312533
SY1 1QU,52.708849,-2.756796,348966,312623
SY1 1RD,52.707836,-2.757726,348902,312511
SY1 1RG,52.708131,-2.758101,348877,312544
SY1 1RJ,52.708257,-2.759347,348793,312559
SY1 1RU,52.708652,-2.760893,348689,312604
SY1 1RW,52.708521,-2.758892,348824,312588
SY1 1SJ,52.708004,-2.75391,349160,312527
SY1 1SP,52.707292,-2.752906,349227,312447
SY1 1SQ,52.707958,-2.754191,349141,312522
SY1 1ST,52.707049,-2.752902,349227,312420
SY1 1TE,52.70563,-2.754002,349151,312263
SY1 1TG,52.705961,-2.750071,349417,312297
SY1 1TH,52.705055,-2.755443,349053,312200
SY1 1TZ,52.705878,-2.750454,349391,312288
SY1 1UD,52.705601,-2.748629,349514,312256
SY1 1UE,52.705629,-2.752729,349237,312262
SY1 1UH,52.707478,-2.751873,349297,312467
SY1 1UT,52.70675,-2.751757,349304,312386
SY1 1UW,52.70819,-2.752966,349224,312547
SY1 1XA,52.706123,-2.751421,349326,312316
SY1 1XB,52.706409,-2.750301,349402,312347
SY1 1XH,52.706573,-2.748572,349519,312364
SY1 1XJ,52.706047,-2.749244,349473,312306
SY1 1XL,52.705525,-2.749324,349467,312248
SY1 1XQ,52.706037,-2.747941,349561,312304
SY1 1XS,52.707785,-2.753122,349213,312502
SY1 2AA,52.711418,-2.750135,349419,312904
SY1 2AB,52.7112,-2.750487,349395,312880
SY1 2AD,52.710768,-2.750509,349393,312832
SY1 2AE,52.711378,-2.750756,349377,312900
SY1 2AF,52.718841,-2.743438,349880,313725
SY1 2AJ,52.710187,-2.751343,349336,312768
SY1 2AT,52.710195,-2.750188,349414,312768
SY1 2AU,52.7097,-2.750135,349417,312713
SY1 2BA,52.709052,-2.750272,349407,312641
SY1 2BF,52.720331,-2.753708,349188,313898
SY1 2BG,52.709879,-2.751752,349308,312734
SY1 2BL,52.722548,-2.754398,349144,314145
SY1 2BN,52.722858,-2.753589,349199,314179
SY1 2BQ,52.709614,-2.750992,349359,312704
SY1 2BW,52.709232,-2.75177,349306,312662
SY1 2BX,52.709399,-2.750856,349368,312680
SY1 2DA,52.717802,-2.754183,349153,313617
SY1 2DH,52.714545,-2.751803,349310,313253
SY1 2DJ,52.711873,-2.750572,349390,312955
SY1 2DL,52.714524,-2.752231,349281,313251
SY1 2DP,52.713913,-2.752236,349280,313183
SY1 2DR,52.713501,-2.751859,349305,313137
SY1 2DS,52.713638,-2.751624,349321,313152
SY1 2DX,52.715887,-2.752758,349247,313403
SY1 2DY,52.71639,-2.752856,349241,313459
SY1 2DZ,52.715648,-2.753583,349191,313377
SY1 2EA,52.716079,-2.753665,349186,313425
SY1 2EH,52.714209,-2.749473,349467,313214
SY1 2EQ,52.715231,-2.748484,349535,313327
SY1 2EU,52.715335,-2.747716,349587,313338
SY1 2EY,52.716257,-2.746813,349649,313440
SY1 2EZ,52.717367,-2.746122,349697,313563
SY1 2HA,52.718302,-2.74482,349786,313666
SY1 2HE,52.717516,-2.745325,349751,313579
SY1 2HH,52.718921,-2.744979,349776,313735
SY1 2HL,52.715896,-2.745579,349732,313399
SY1 2HQ,52.718598,-2.744899,349781,313699
SY1 2HS,52.712517,-2.745403,349740,313023
SY1 2HT,52.713068,-2.746374,349675,313085
SY1 2HY,52.713852,-2.746165,349690,313172
SY1 2JA,52.713235,-2.745652,349724,313103
SY1 2JB,52.712803,-2.744312,349814,313054
SY1 2JD,52.713058,-2.742244,349954,313081
SY1 2JF,52.713951,-2.744628,349794,313182
SY1 2JJ,52.714001,-2.742378,349946,313186
SY1 2JL,52.713795,-2.742405,349944,313163
SY1 2JN,52.713545,-2.743496,349870,313136
SY1 2JQ,52.713424,-2.744189,349823,313123
SY1 2JR,52.713577,-2.741305,350018,313138
SY1 2JT,52.714151,-2.741522,350004,313202
SY1 2JW,52.713435,-2.742324,349949,313123
SY1 2JX,52.714854,-2.741135,350031,313280
SY1 2JY,52.714587,-2.742211,349958,313251
SY1 2JZ,52.715153,-2.74228,349954,313314
SY1 2LB,52.71515,-2.742783,349920,313314
SY1 2LD,52.714887,-2.743178,349893,313285
SY1 2LE,52.71483,-2.743651,349861,313279
SY1 2LG,52.714464,-2.743141,349895,313238
SY1 2LN,52.716482,-2.753923,349169,313470
SY1 2LQ,52.714955,-2.746569,349664,313295
SY1 2LT,52.716587,-2.758647,348850,313485
SY1 2LY,52.716587,-2.758647,348850,313485
SY1 2NA,52.718447,-2.760131,348752,313693
SY1 2NF,52.719849,-2.76168,348649,313850
SY1 2NH,52.719742,-2.758761,348846,313836
SY1 2NL,52.718943,-2.757119,348956,313746
SY1 2NN,52.717727,-2.75615,349020,313610
SY1 2NQ,52.718716,-2.758892,348836,313722
SY1 2NR,52.717468,-2.757212,348948,313582
SY1 2NT,52.717262,-2.755639,349054,313558
SY1 2NW,52.718801,-2.758271,348878,313731
SY1 2NX,52.716916,-2.744915,349778,313512
SY1 2NY,52.717039,-2.754066,349160,313532
SY1 2PB,52.717919,-2.75565,349054,313631
SY1 2PJ,52.717844,-2.751815,349313,313620
SY1 2PL,52.717597,-2.751011,349367,313592
SY1 2PN,52.71813,-2.75065,349392,313651
SY1 2PT,52.719126,-2.752429,349273,313763
SY1 2PU,52.71961,-2.752689,349256,313817
SY1 2PX,52.719616,-2.751697,349323,313817
SY1 2PY,52.719363,-2.751856,349312,313789
SY1 2PZ,52.718908,-2.751256,349352,313738
SY1 2QA,52.718767,-2.750868,349378,313722
SY1 2QB,52.720143,-2.750744,349388,313875
SY1 2QD,52.719597,-2.750335,349415,313814
SY1 2QE,52.719337,-2.75036,349413,313785
SY1 2QF,52.718718,-2.750009,349436,313716
SY1 2QG,52.718883,-2.749597,349464,313734
SY1 2QJ,52.719534,-2.749016,349504,313806
SY1 2QL,52.719318,-2.748998,349505,313782
SY1 2QP,52.7201,-2.751868,349312,313871
SY1 2QQ,52.719935,-2.749541,349469,313851
SY1 2QR,52.720097,-2.752431,349274,313871
SY1 2QS,52.720557,-2.750707,349391,313921
SY1 2QT,52.722421,-2.751627,349331,314129
SY1 2QU,52.722959,-2.75054,349405,314188
SY1 2RA,52.722983,-2.752436,349277,314192
SY1 2RG,52.719249,-2.747146,349630,313773
SY1 2RH,52.719841,-2.747363,349616,313839
SY1 2RL,52.719693,-2.746532,349672,313822
SY1 2RN,52.716656,-2.752002,349299,313488
SY1 2RP,52.716094,-2.751385,349340,313425
SY1 2RS,52.71464,-2.745217,349755,313259
SY1 2RZ,52.715573,-2.742716,349925,313361
SY1 2SA,52.715425,-2.741958,349976,313344
SY1 2SB,52.715491,-2.741412,350013,313351
SY1 2SD,52.715596,-2.741917,349979,313363
SY1 2SF,52.716099,-2.741925,349979,313419
SY1 2SG,52.717819,-2.742843,349919,313611
SY1 2SH,52.717368,-2.741784,349990,313560
SY1 2SL,52.716746,-2.740486,350077,313490
SY1 2SN,52.717592,-2.740352,350087,313584
SY1 2SP,52.718689,-2.73741,350287,313704
SY1 2SR,52.718826,-2.741483,350012,313722
SY1 2SS,52.719143,-2.741163,350034,313757
SY1 2SU,52.716736,-2.743505,349873,313491
SY1 2TD,52.721091,-2.741625,350005,313974
SY1 2TN,52.718301,-2.737684,350268,313661
SY1 2TP,52.717533,-2.736872,350322,313575
SY1 2TS,52.7193,-2.740425,350084,313774
SY1 2TT,52.716401,-2.738185,350232,313450
SY1 2TU,52.715971,-2.739407,350149,313403
SY1 2TZ,52.717455,-2.739328,350156,313568
SY1 2UA,52.716551,-2.740053,350106,313468
SY1 2UB,52.723104,-2.735944,350391,314194
SY1 2UE,52.71709,-2.737279,350294,313526
SY1 2UG,52.720845,-2.736306,350364,313943
SY1 2UH,52.720416,-2.735854,350394,313895
SY1 2UL,52.721421,-2.73482,350465,314006
SY1 2UN,52.720621,-2.737649,350273,313919
SY1 2UQ,52.719669,-2.736079,350378,313812
SY1 2UR,52.721326,-2.73849,350217,313998
SY1 2US,52.721031,-2.73813,350241,313965
SY1 2UT,52.722048,-2.738044,350248,314078
SY1 2UU,52.720773,-2.739266,350164,313937
SY1 2UX,52.72179,-2.73761,350277,314049
SY1 3AH,52.736998,-2.726551,351041,315733
SY1 3AR,52.740105,-2.734334,350519,316084
SY1 3AS,52.741046,-2.731921,350683,316187
SY1 3AT,52.741356,-2.735614,350434,316224
SY1 3AU,52.738964,-2.734182,350528,315957
SY1 3AZ,52.736704,-2.730456,350777,315703
SY1 3BD,52.725302,-2.738143,350245,314440
SY1 3BE,52.725312,-2.739313,350166,314442
SY1 3BF,52.74598,-2.736462,350382,316739
SY1 3BG,52.725932,-2.739397,350161,314511
SY1 3BH,52.72626,-2.738751,350205,314547
SY1 3BJ,52.727526,-2.740401,350095,314689
SY1 3BN,52.728068,-2.741551,350018,314750
SY1 3BQ,52.726513,-2.738459,350225,314575
SY1 3BT,52.726549,-2.741421,350025,314581
SY1 3BU,52.726881,-2.74159,350014,314618
SY1 3BX,52.7253,-2.742792,349931,314443
SY1 3BY,52.726619,-2.7432,349905,314590
SY1 3BZ,52.726761,-2.742003,349986,314605
SY1 3DA,52.727108,-2.742645,349943,314644
SY1 3DE,52.728274,-2.744471,349821,314775
SY1 3DF,52.728886,-2.744349,349830,314843
SY1 3DH,52.729211,-2.742681,349943,314878
SY1 3DJ,52.729415,-2.743158,349911,314901
SY1 3DN,52.729687,-2.744288,349835,314932
SY1 3DR,52.730869,-2.744975,349790,315064
SY1 3DS,52.731569,-2.74509,349783,315142
SY1 3DT,52.731568,-2.743876,349865,315141
SY1 3DX,52.729173,-2.744531,349818,314875
SY1 3EA,52.730327,-2.745454,349757,315004
SY1 3EB,52.730431,-2.746033,349718,315016
SY1 3EL,52.730099,-2.743036,349920,314977
SY1 3EP,52.730813,-2.742471,349959,315056
SY1 3ES,52.732312,-2.741327,350038,315222
SY1 3EW,52.731277,-2.742968,349926,315108
SY1 3EX,52.732714,-2.741778,350008,315267
SY1 3EY,52.733214,-2.742304,349973,315323
SY1 3FB,52.746682,-2.737793,350293,316818
SY1 3HA,52.732833,-2.742876,349934,315281
SY1 3HB,52.733116,-2.74365,349882,315313
SY1 3HG,52.734104,-2.743697,349880,315423
SY1 3HH,52.734683,-2.743129,349919,315487
SY1 3HJ,52.735319,-2.743495,349895,315558
SY1 3HL,52.735374,-2.74474,349811,315565
SY1 3HN,52.735998,-2.744292,349842,315634
SY1 3HQ,52.734722,-2.744167,349849,315492
SY1 3HT,52.736161,-2.745405,349767,315653
SY1 3HW,52.734888,-2.74488,349801,315511
SY1 3HY,52.736303,-2.74286,349939,315667
SY1 3HZ,52.736298,-2.74366,349885,315667
SY1 3JA,52.7352,-2.742383,349970,315544
SY1 3JB,52.740517,-2.73597,350409,316131
SY1 3JD,52.740109,-2.736526,350371,316086
SY1 3JE,52.743994,-2.737821,350288,316519
SY1 3JG,52.738266,-2.732215,350660,315878
SY1 3JJ,52.737678,-2.734308,350518,315814
SY1 3JR,52.738276,-2.736392,350378,315882
SY1 3JY,52.737418,-2.734185,350526,315785
SY1 3LA,52.736866,-2.734783,350485,315724
SY1 3LD,52.733003,-2.735829,350410,315295
SY1 3LF,52.734268,-2.733259,350585,315434
SY1 3LG,52.733923,-2.736807,350345,315398
SY1 3LH,52.736043,-2.73705,350331,315634
SY1 3LL,52.735468,-2.738462,350235,315571
SY1 3LY,52.735991,-2.738219,350252,315629
SY1 3NA,52.734059,-2.737935,350269,315414
SY1 3NB,52.732268,-2.739697,350148,315216
SY1 3ND,52.730713,-2.741137,350049,315044
SY1 3NF,52.73461,-2.736167,350389,315474
SY1 3NH,52.730972,-2.741393,350032,315073
SY1 3PB,52.734906,-2.746362,349701,315514
SY1 3PE,52.73769,-2.74395,349867,315822
SY1 3PF,52.736813,-2.743195,349917,315724
SY1 3PG,52.737465,-2.742465,349967,315796
SY1 3PH,52.737631,-2.741861,350008,315814
SY1 3PR,52.738694,-2.740131,350126,315931
SY1 3PT,52.739672,-2.741777,350016,316041
SY1 3PW,52.738968,-2.742313,349979,315963
SY1 3PY,52.739034,-2.743218,349918,315971
SY1 3PZ,52.74015,-2.742911,349940,316095
SY1 3QB,52.741051,-2.739816,350150,316193
SY1 3QD,52.74069,-2.739943,350141,316153
SY1 3QG,52.740546,-2.738652,350228,316136
SY1 3QH,52.739494,-2.738649,350227,316019
SY1 3QS,52.738381,-2.741163,350056,315897
SY1 3RA,52.737019,-2.737659,350291,315743
SY1 3RE,52.736518,-2.735859,350412,315686
SY1 3RF,52.736947,-2.736177,350391,315734
SY1 3RG,52.741992,-2.741624,350029,316299
SY1 3RJ,52.74169,-2.739678,350160,316264
SY1 3RP,52.739157,-2.745057,349794,315986
SY1 3RQ,52.7416,-2.741203,350057,316255
SY1 3RR,52.740276,-2.744454,349836,316110
SY1 3RS,52.740976,-2.744584,349828,316188
SY1 3RU,52.742477,-2.74181,350017,316353
SY1 3RX,52.742912,-2.742706,349957,316402
SY1 3RZ,52.742966,-2.741167,350061,316407
SY1 3SA,52.731469,-2.746747,349671,315132
SY1 3SB,52.731807,-2.747286,349635,315170
SY1 3SD,52.732615,-2.746145,349713,315259
SY1 3SF,52.733403,-2.746528,349688,315347
SY1 3SJ,52.72717,-2.748525,349546,314655
SY1 3SN,52.72657,-2.74813,349572,314588
SY1 3SP,52.742848,-2.739935,350144,316393
SY1 3SQ,52.734396,-2.745864,349734,315457
SY1 3SR,52.722879,-2.747415,349616,314177
SY1 3SS,52.723383,-2.747379,349619,314233
SY1 3ST,52.722454,-2.747822,349588,314130
SY1 3SU,52.72251,-2.748978,349510,314137
SY1 3SX,52.722327,-2.749508,349474,314117
SY1 3TE,52.744175,-2.736121,350403,316538
SY1 3TF,52.744553,-2.737534,350308,316581
SY1 3TG,52.741515,-2.72867,350903,316237
SY1 3TJ,52.745067,-2.740165,350131,316640
SY1 3TL,52.732107,-2.735266,350447,315195
SY1 3TP,52.7421,-2.725673,351106,316300
SY1 3XA,52.742262,-2.743095,349930,316330
SY1 3XD,52.7421,-2.744574,349830,316313
SY1 3XE,52.728579,-2.750341,349425,314813
SY1 3XF,52.7288,-2.750892,349388,314838
SY1 3XG,52.7275,-2.750352,349423,314693
SY1 3XH,52.727298,-2.750926,349384,314671
SY1 3XP,52.725531,-2.750392,349418,314474
SY1 3XR,52.72526,-2.749114,349504,314443
SY1 3XT,52.727866,-2.749262,349497,314733
SY1 3XU,52.726203,-2.750759,349394,314549
SY1 3XW,52.725871,-2.749184,349500,314511
SY1 3XZ,52.726139,-2.749381,349487,314541
SY1 3YS,52.723906,-2.748573,349539,314292
SY1 3YT,52.723326,-2.749244,349493,314228
SY1 3YX,52.724571,-2.748628,349536,314366
SY1 3YY,52.724692,-2.747949,349582,314379
SY1 4AF,52.744452,-2.72029,351472,316558
SY1 4AQ,52.74348,-2.719015,351557,316449
SY1 4AR,52.741779,-2.719372,351531,316260
SY1 4AU,52.72435,-2.737979,350255,314334
SY1 4AY,52.723758,-2.737776,350268,314268
SY1 4AZ,52.724232,-2.736629,350346,314320
SY1 4BA,52.725669,-2.73689,350330,314480
SY1 4BD,52.724689,-2.738369,350229,314372
SY1 4BE,52.723516,-2.739105,350178,314242
SY1 4BF,52.745127,-2.720242,351476,316633
SY1 4BH,52.721595,-2.7415,350014,314030
SY1 4BP,52.722194,-2.741999,349981,314097
SY1 4BS,52.723057,-2.741999,349982,314193
SY1 4BT,52.723557,-2.741208,350036,314248
SY1 4BU,52.723821,-2.740679,350072,314277
SY1 4BW,52.722659,-2.742377,349956,314149
SY1 4DB,52.725428,-2.741017,350051,314456
SY1 4DD,52.726397,-2.73982,350133,314563
SY1 4DE,52.72567,-2.739659,350143,314482
SY1 4DF,52.724288,-2.739251,350169,314328
SY1 4DG,52.724373,-2.740052,350115,314338
SY1 4DL,52.7289,-2.733494,350563,314837
SY1 4DU,52.730629,-2.732931,350603,315029
SY1 4DW,52.727545,-2.734464,350496,314687
SY1 4DX,52.73168,-2.733156,350589,315146
SY1 4DY,52.732901,-2.731932,350673,315281
SY1 4DZ,52.732317,-2.730471,350771,315215
SY1 4EA,52.731273,-2.732039,350664,315100
SY1 4EB,52.731814,-2.731811,350680,315160
SY1 4EE,52.7309,-2.731307,350713,315058
SY1 4EJ,52.732318,-2.728813,350883,315214
SY1 4EL,52.733513,-2.727426,350978,315346
SY1 4ER,52.734651,-2.728007,350940,315473
SY1 4ES,52.735479,-2.727918,350947,315565
SY1 4ET,52.735042,-2.728799,350887,315517
SY1 4EX,52.734109,-2.726932,351012,315412
SY1 4EY,52.735471,-2.726244,351060,315563
SY1 4EZ,52.735142,-2.725587,351104,315526
SY1 4FA,52.7406,-2.715161,351814,316126
SY1 4FB,52.741726,-2.71629,351739,316252
SY1 4FD,52.740411,-2.715217,351810,316105
SY1 4FE,52.741135,-2.715806,351771,316186
SY1 4FF,52.741615,-2.715311,351805,316239
SY1 4FG,52.742086,-2.714741,351844,316291
SY1 4HA,52.736192,-2.724553,351175,315642
SY1 4HH,52.7315,-2.728799,350883,315123
SY1 4HJ,52.73195,-2.728703,350890,315173
SY1 4HL,52.731999,-2.728037,350935,315178
SY1 4HN,52.732538,-2.728002,350938,315238
SY1 4HP,52.731157,-2.728927,350874,315085
SY1 4HR,52.730879,-2.727367,350979,315053
SY1 4HT,52.731046,-2.729517,350834,315073
SY1 4HU,52.729495,-2.730232,350784,314901
SY1 4HW,52.733145,-2.727257,350989,315305
SY1 4HX,52.730036,-2.729989,350801,314961
SY1 4HY,52.729805,-2.730977,350734,314936
SY1 4JB,52.727431,-2.732552,350625,314673
SY1 4JD,52.728433,-2.731902,350670,314784
SY1 4JF,52.728861,-2.729555,350829,314830
SY1 4JG,52.73006,-2.727576,350964,314962
SY1 4JH,52.729098,-2.726049,351066,314854
SY1 4JJ,52.728987,-2.726536,351033,314842
SY1 4JL,52.728923,-2.728282,350915,314836
SY1 4JN,52.729088,-2.727767,350950,314854
SY1 4JY,52.729238,-2.722275,351321,314867
SY1 4JZ,52.729847,-2.722626,351298,314935
SY1 4LA,52.729079,-2.723369,351247,314850
SY1 4LD,52.72981,-2.725854,351080,314933
SY1 4LF,52.729939,-2.725308,351117,314947
SY1 4LG,52.731831,-2.726109,351065,315158
SY1 4LH,52.732929,-2.724454,351178,315279
SY1 4LP,52.732613,-2.726122,351065,315245
SY1 4LQ,52.731699,-2.725663,351095,315143
SY1 4LR,52.731497,-2.727792,350951,315122
SY1 4LW,52.733347,-2.725172,351130,315326
SY1 4LY,52.734599,-2.724793,351157,315465
SY1 4ND,52.732523,-2.721648,351367,315232
SY1 4NN,52.735571,-2.723076,351274,315572
SY1 4NQ,52.735127,-2.716374,351726,315518
SY1 4NR,52.735211,-2.715857,351761,315527
SY1 4NW,52.735744,-2.716933,351689,315587
SY1 4NX,52.735422,-2.723977,351213,315556
SY1 4NY,52.735195,-2.724314,351190,315531
SY1 4NZ,52.734405,-2.724197,351197,315443
SY1 4PE,52.734006,-2.721703,351365,315397
SY1 4PN,52.732562,-2.719709,351498,315235
SY1 4PY,52.729291,-2.719581,351503,314871
SY1 4QA,52.729288,-2.718485,351577,314870
SY1 4QB,52.72943,-2.717377,351652,314885
SY1 4QD,52.729801,-2.717013,351677,314926
SY1 4QE,52.731198,-2.717821,351624,315082
SY1 4QH,52.730729,-2.716628,351704,315029
SY1 4QJ,52.731954,-2.714738,351833,315164
SY1 4QP,52.730279,-2.713763,351897,314977
SY1 4QQ,52.731213,-2.716858,351689,315083
SY1 4QR,52.730167,-2.714486,351848,314965
SY1 4QW,52.730077,-2.71296,351951,314954
SY1 4QY,52.729878,-2.716126,351737,314934
SY1 4RB,52.725857,-2.732718,350612,314498
SY1 4RD,52.725588,-2.732551,350623,314468
SY1 4RE,52.72885,-2.712229,351999,314817
SY1 4RF,52.728891,-2.715739,351762,314824
SY1 4RG,52.728201,-2.715447,351781,314747
SY1 4RN,52.728588,-2.722798,351285,314795
SY1 4RP,52.728276,-2.725192,351123,314762
SY1 4RR,52.727469,-2.726289,351048,314673
SY1 4RT,52.726903,-2.730707,350749,314613
SY1 4RX,52.727415,-2.730834,350741,314670
SY1 4RY,52.727119,-2.733539,350558,314639
SY1 4RZ,52.726552,-2.733736,350544,314576
SY1 4SE,52.727497,-2.737839,350268,314684
SY1 4SF,52.727556,-2.737026,350323,314690
SY1 4SG,52.726786,-2.736613,350350,314604
SY1 4SH,52.726586,-2.731027,350727,314578
SY1 4SJ,52.726431,-2.731425,350700,314561
SY1 4SL,52.72627,-2.732769,350609,314544
SY1 4SP,52.727021,-2.724712,351154,314622
SY1 4SQ,52.728106,-2.711773,352029,314734
SY1 4SX,52.726846,-2.722384,351311,314601
SY1 4TA,52.733139,-2.712121,352011,315294
SY1 4TD,52.72953,-2.709767,352166,314891
SY1 4TJ,52.733751,-2.71496,351820,315364
SY1 4TL,52.733694,-2.715403,351790,315358
SY1 4TP,52.732229,-2.712462,351987,315193
SY1 4TQ,52.734257,-2.714509,351851,315420
SY1 4TR,52.733303,-2.71162,352045,315312
SY1 4TS,52.733801,-2.71111,352080,315367
SY1 4TT,52.73486,-2.711364,352064,315485
SY1 4TU,52.734738,-2.712177,352009,315472
SY1 4TX,52.735008,-2.712226,352006,315502
SY1 4UA,52.732312,-2.713514,351916,315203
SY1 4UB,52.735706,-2.714192,351874,315581
SY1 4UE,52.736244,-2.714408,351860,315641
SY1 4UF,52.737194,-2.713446,351926,315746
SY1 4UG,52.737201,-2.712291,352004,315746
SY1 4YA,52.738419,-2.71905,351549,315886
SY1 4YB,52.738107,-2.715594,351782,315849
SY1 4YD,52.737801,-2.715663,351777,315815
SY1 4YE,52.739349,-2.713926,351896,315986
SY1 4YG,52.738081,-2.71389,351897,315845
SY1 4YN,52.738841,-2.716124,351747,315931
SY1 4YP,52.738934,-2.715681,351777,315941
SY2 5AA,52.707953,-2.740662,350055,312512
SY2 5AD,52.708172,-2.740044,350097,312536
SY2 5AE,52.70824,-2.739261,350150,312543
SY2 5AG,52.707386,-2.739247,350150,312448
SY2 5AP,52.707906,-2.738042,350232,312505
SY2 5AS,52.710321,-2.737209,350291,312773
SY2 5AT,52.710971,-2.736732,350324,312845
SY2 5AU,52.710767,-2.736343,350350,312822
SY2 5AX,52.711573,-2.735395,350415,312911
SY2 5AY,52.712261,-2.734533,350474,312987
SY2 5BB,52.7139,-2.732636,350604,313168
SY2 5BG,52.716099,-2.730408,350757,313411
SY2 5BH,52.716133,-2.727744,350937,313413
SY2 5BL,52.714732,-2.730356,350759,313259
SY2 5BN,52.713859,-2.731999,350647,313163
SY2 5BP,52.710899,-2.732379,350618,312834
SY2 5BQ,52.716382,-2.728207,350906,313441
SY2 5BS,52.711504,-2.733351,350553,312902
SY2 5BU,52.710632,-2.734935,350445,312806
SY2 5BX,52.711927,-2.731804,350658,312948
SY2 5BY,52.709024,-2.738934,350173,312630
SY2 5BZ,52.711366,-2.73098,350713,312885
SY2 5DA,52.706847,-2.739237,350150,312388
SY2 5DD,52.716467,-2.73336,350558,313454
SY2 5DF,52.708673,-2.740467,350069,312592
SY2 5DG,52.709299,-2.741085,350028,312662
SY2 5DJ,52.710377,-2.738291,350218,312780
SY2 5DL,52.71092,-2.739173,350159,312841
SY2 5DN,52.710954,-2.737945,350242,312844
SY2 5DU,52.712404,-2.736149,350365,313004
SY2 5DY,52.713227,-2.735423,350415,313095
SY2 5EA,52.714574,-2.734157,350502,313244
SY2 5EB,52.714601,-2.732663,350603,313246
SY2 5ED,52.715087,-2.732686,350602,313300
SY2 5EF,52.715812,-2.734622,350472,313382
SY2 5EG,52.717497,-2.73391,350522,313569
SY2 5EH,52.709886,-2.739185,350157,312726
SY2 5EQ,52.717258,-2.733329,350561,313542
SY2 5ER,52.706783,-2.735048,350433,312378
SY2 5ES,52.706924,-2.73693,350306,312395
SY2 5ET,52.707175,-2.737038,350299,312423
SY2 5EU,52.707471,-2.73574,350387,312455
SY2 5EW,52.706433,-2.734953,350439,312339
SY2 5EX,52.707631,-2.734603,350464,312472
SY2 5EZ,52.708166,-2.73667,350325,312533
SY2 5GY,52.703948,-2.729687,350792,312059
SY2 5HA,52.708409,-2.736644,350327,312560
SY2 5HB,52.708334,-2.734378,350480,312550
SY2 5HD,52.708091,-2.734404,350478,312523
SY2 5HF,52.708834,-2.736355,350347,312607
SY2 5HH,52.708766,-2.734163,350495,312598
SY2 5HJ,52.708786,-2.732447,350611,312599
SY2 5HN,52.717281,-2.73253,350615,313544
SY2 5HQ,52.709009,-2.734153,350496,312625
SY2 5HR,52.706316,-2.718863,351526,312315
SY2 5HT,52.709674,-2.735748,350389,312700
SY2 5HU,52.710162,-2.733861,350517,312753
SY2 5HW,52.718895,-2.733179,350573,313724
SY2 5HX,52.70968,-2.733291,350555,312699
SY2 5HY,52.709525,-2.732119,350634,312681
SY2 5JA,52.710196,-2.731286,350691,312755
SY2 5JD,52.710168,-2.729969,350780,312751
SY2 5JE,52.710015,-2.728501,350879,312733
SY2 5JF,52.709705,-2.72925,350828,312699
SY2 5JG,52.710409,-2.728685,350867,312777
SY2 5JH,52.711093,-2.728563,350876,312853
SY2 5JJ,52.71081,-2.727877,350922,312821
SY2 5JN,52.711378,-2.727665,350937,312884
SY2 5JQ,52.711028,-2.728932,350851,312846
SY2 5JT,52.711927,-2.727467,350951,312945
SY2 5JU,52.712021,-2.728297,350895,312956
SY2 5JZ,52.711204,-2.723769,351200,312862
SY2 5LA,52.711142,-2.722125,351311,312854
SY2 5LD,52.711871,-2.720464,351424,312934
SY2 5LE,52.712466,-2.718801,351537,312999
SY2 5LF,52.712667,-2.716673,351681,313020
SY2 5LG,52.711605,-2.719868,351464,312904
SY2 5LH,52.711226,-2.717153,351647,312860
SY2 5LL,52.711449,-2.715942,351729,312884
SY2 5LQ,52.711947,-2.718363,351566,312941
SY2 5LT,52.706358,-2.729653,350797,312327
SY2 5LU,52.707402,-2.728043,350907,312442
SY2 5LW,52.709465,-2.715436,351761,312663
SY2 5LX,52.707918,-2.727459,350947,312499
SY2 5LY,52.708327,-2.725246,351097,312543
SY2 5LZ,52.708663,-2.727546,350942,312582
SY2 5NA,52.708769,-2.729397,350817,312595
